Video Title,Channel Name,Video URL,Date Published,Views,Subs Gained,Revenue,Avg View %,Avg View Min,Format,Thumbnail,Video ID
"Devin Haney Speaks Out On Ryan Garcia Fight, Floyd Mayweather, Career Journey | THE ART OF WARD",All The Smoke Fight,https://www.youtube.com/watch?v=mLSjBBGjcBA,"Sep 19, 2024",431767,2136.0,5930.522,32.58,16.28,Long,https://img.youtube.com/vi/mLSjBBGjcBA/hqdefault.jpg,mLSjBBGjcBA
NCAA Final Halftime Speech | Perfect in '76,All The Smoke Fight,https://www.youtube.com/watch?v=bew-VRoignU,"Mar 10, 2017",431596,287.0,338.989,76.73,1.05,Long,https://img.youtube.com/vi/bew-VRoignU/hqdefault.jpg,bew-VRoignU
ALL ACCESS DAILY: Paul vs. Woodley II | Episode 3 | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=uIiAfpFZs6Y,"Dec 18, 2021",430471,508.0,1.22,52.46,3.83,Long,https://img.youtube.com/vi/uIiAfpFZs6Y/hqdefault.jpg,uIiAfpFZs6Y
Recap: Khan vs. Alexander – SHOWTIME BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=hYK5nWiEha8,"Dec 14, 2014",430073,79.0,0.52,68.71,1.45,Long,https://img.youtube.com/vi/hYK5nWiEha8/hqdefault.jpg,hYK5nWiEha8
Gervonta Davis vs. Rolando Romero: Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=w8FQHG6gapM,"May 26, 2022",426422,599.0,5.339,16.18,11.65,Long,https://img.youtube.com/vi/w8FQHG6gapM/hqdefault.jpg,w8FQHG6gapM
Carl Froch vs. Glen Johnson - The 8th Round - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=7b3mZU3-rig,"Oct 31, 2011",423860,351.0,2.179,56.14,2.52,Long,https://img.youtube.com/vi/7b3mZU3-rig/hqdefault.jpg,7b3mZU3-rig
Gervonta Davis vs. Rolando Romero: Post-Fight Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=WYx_JkUk9sE,"May 29, 2022",423032,687.0,0.64,28.0,9.9,Long,https://img.youtube.com/vi/WYx_JkUk9sE/hqdefault.jpg,WYx_JkUk9sE
A Midnight Run with Mayweather - All Access Preview,All The Smoke Fight,https://www.youtube.com/watch?v=Xezr5CCZxrU,"Sep 5, 2014",422349,80.0,,81.21,1.7,Short,https://img.youtube.com/vi/Xezr5CCZxrU/hqdefault.jpg,Xezr5CCZxrU
Jermall Charlo KOs Hugo Centeno Jr. | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=fsZNwdYx5jY,"Apr 22, 2018",421103,350.0,1.057,68.24,1.22,Long,https://img.youtube.com/vi/fsZNwdYx5jY/hqdefault.jpg,fsZNwdYx5jY
All Access: Mayweather vs. Maidana 2 – Episodio 1 en Español,All The Smoke Fight,https://www.youtube.com/watch?v=Zrq-y9LHFNA,"Sep 3, 2014",419937,113.0,,31.07,9.07,Short,https://img.youtube.com/vi/Zrq-y9LHFNA/hqdefault.jpg,Zrq-y9LHFNA
It Was OVER Once Spence Got Dropped For A 2nd Time,All The Smoke Fight,https://www.youtube.com/watch?v=9W56g_aDg9g,"Jul 31, 2023",418209,541.0,0.649,169.01,0.45,Short,https://img.youtube.com/vi/9W56g_aDg9g/hqdefault.jpg,9W56g_aDg9g
"ALL ACCESS DAILY: Wilder vs. Fury | Part 4 | Sat, Dec 1 on SHOWTIME PPV",All The Smoke Fight,https://www.youtube.com/watch?v=ni2f9eeq2qY,"Dec 1, 2018",416104,653.0,0.971,49.69,4.95,Long,https://img.youtube.com/vi/ni2f9eeq2qY/hqdefault.jpg,ni2f9eeq2qY
"Floyd Mayweather vs. Andre Berto: Kickoff Press Conference | Thursday, August 6th",All The Smoke Fight,https://www.youtube.com/watch?v=0vYf8ZEt5XI,"Aug 7, 2015",415696,74.0,0.867,14.98,9.13,Long,https://img.youtube.com/vi/0vYf8ZEt5XI/hqdefault.jpg,0vYf8ZEt5XI
Brandun Lee With An Insane KO of Samuel Teah In Round 3 | SHOBOX: THE NEW GENERATION,All The Smoke Fight,https://www.youtube.com/watch?v=zqL3scua3g4,"Mar 11, 2021",415595,350.0,0.964,53.08,0.85,Long,https://img.youtube.com/vi/zqL3scua3g4/hqdefault.jpg,zqL3scua3g4
Start Streaming SHOWTIME | Try Free for 30 Days!,All The Smoke Fight,https://www.youtube.com/watch?v=BOzBcAQF_r0,,415259,0.0,,92.79,0.23,Short,https://img.youtube.com/vi/BOzBcAQF_r0/hqdefault.jpg,BOzBcAQF_r0
Errol Spence Jr vs. Terence Crawford: Press Conference | #SpenceCrawford is SATURDAY on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=At471MTxemE,"Jul 27, 2023",412511,665.0,18.781,17.02,15.0,Long,https://img.youtube.com/vi/At471MTxemE/hqdefault.jpg,At471MTxemE
Errol Spence Jr. Knocks Out Carlos Ocampo in Round 1 | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=hJ4MPZ51jL8,"Jun 17, 2018",410667,384.0,0.643,57.1,1.43,Long,https://img.youtube.com/vi/hJ4MPZ51jL8/hqdefault.jpg,hJ4MPZ51jL8
Froch vs. Taylor: Round 12 | SHOWTIME CHAMPIONSHIP BOXING 30th Anniversary,All The Smoke Fight,https://www.youtube.com/watch?v=o8rdW0b7jPU,"Sep 29, 2016",408723,342.0,232.856,67.68,2.9,Long,https://img.youtube.com/vi/o8rdW0b7jPU/hqdefault.jpg,o8rdW0b7jPU
ALL ACCESS: Shields vs. Hammer - Ep. 2 | Full Episode | SHOWTIME,All The Smoke Fight,https://www.youtube.com/watch?v=sbcf2OcJpQA,"Apr 6, 2019",405219,770.0,3.696,40.68,5.7,Long,https://img.youtube.com/vi/sbcf2OcJpQA/hqdefault.jpg,sbcf2OcJpQA
All Access: Canelo vs. Lopez -- Full Episode Two - SHOWTIME Boxing - Ep 2,All The Smoke Fight,https://www.youtube.com/watch?v=TkHr2p7O7_Y,"Sep 22, 2012",403440,306.0,,42.23,9.28,Short,https://img.youtube.com/vi/TkHr2p7O7_Y/hqdefault.jpg,TkHr2p7O7_Y
All Access: Canelo vs. Lara - Episode 2,All The Smoke Fight,https://www.youtube.com/watch?v=8cUrYBGEr0Q,"Jul 10, 2014",402937,103.0,,44.54,11.28,Short,https://img.youtube.com/vi/8cUrYBGEr0Q/hqdefault.jpg,8cUrYBGEr0Q
Floyd Mayweather - Open Workout Live Stream - Tue 9/2 - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=jKy1iKPDlVk,"Sep 3, 2014",401833,143.0,3.09,3.77,9.17,Long,https://img.youtube.com/vi/jKy1iKPDlVk/hqdefault.jpg,jKy1iKPDlVk
Canelo Was Surprised By Jermell Charlo's Lack Of Trash-Talking | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=uxCToPFXbRA,"Aug 16, 2023",400125,357.0,0.533,40.42,3.13,Long,https://img.youtube.com/vi/uxCToPFXbRA/hqdefault.jpg,uxCToPFXbRA
Paul vs. Fury: Kick-Off Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=4HraH5lPc9Q,"Nov 6, 2021",399464,1293.0,0.157,8.7,5.53,Long,https://img.youtube.com/vi/4HraH5lPc9Q/hqdefault.jpg,4HraH5lPc9Q
Errol Spence Jr. | THE REVEAL with Mark Kriegel,All The Smoke Fight,https://www.youtube.com/watch?v=y9p1uAH9WPw,"May 16, 2017",398176,400.0,4.532,53.85,5.38,Long,https://img.youtube.com/vi/y9p1uAH9WPw/hqdefault.jpg,y9p1uAH9WPw
Mark Magsayo vs. Rey Vargas: Highlights | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=oYz-Qmh3Ajw,"Jul 10, 2022",397841,829.0,0.625,48.91,1.17,Long,https://img.youtube.com/vi/oYz-Qmh3Ajw/hqdefault.jpg,oYz-Qmh3Ajw
"ALL ACCESS DAILY: Wilder vs. Fury | Part 3 | Sat, Dec 1 on SHOWTIME PPV",All The Smoke Fight,https://www.youtube.com/watch?v=afnPThYATWA,"Nov 30, 2018",397356,510.0,1.519,58.37,5.35,Long,https://img.youtube.com/vi/afnPThYATWA/hqdefault.jpg,afnPThYATWA
ALL ACCESS DAILY: Paul vs. Woodley | Part 2 | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=ANrroMxghLU,"Aug 27, 2021",396689,487.0,0.567,61.12,4.33,Long,https://img.youtube.com/vi/ANrroMxghLU/hqdefault.jpg,ANrroMxghLU
Gervonta Davis vs. Rolando Romero: Weigh-In | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=eO2550o3GNw,"May 27, 2022",396424,760.0,3.044,15.59,9.83,Long,https://img.youtube.com/vi/eO2550o3GNw/hqdefault.jpg,eO2550o3GNw
Recap: Marcos Maidana vs. Josesito Lopez & Alfredo Angulo vs. Erislandy Lara - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=-GuWl_c3Dbw,"Jun 9, 2013",396262,79.0,0.256,79.1,1.47,Long,https://img.youtube.com/vi/-GuWl_c3Dbw/hqdefault.jpg,-GuWl_c3Dbw
Joshua vs. Klitschko: Press Conference | April 29 - LIVE on SHOWTIME (4:15p ET/1:15p PT),All The Smoke Fight,https://www.youtube.com/watch?v=0wYEuEAMW94,"Apr 27, 2017",394918,16.0,,18.22,8.03,Short,https://img.youtube.com/vi/0wYEuEAMW94/hqdefault.jpg,0wYEuEAMW94
FIGHT NIGHT: Anthony Joshua | SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=mJBDlE9e-kA,"Nov 7, 2017",392294,427.0,,53.9,1.18,Short,https://img.youtube.com/vi/mJBDlE9e-kA/hqdefault.jpg,mJBDlE9e-kA
Mayweather vs. Paul: Undercard Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=HUhoX3J1JrA,"Jun 4, 2021",391150,701.0,0.08,7.54,3.33,Long,https://img.youtube.com/vi/HUhoX3J1JrA/hqdefault.jpg,HUhoX3J1JrA
Mayweather vs. Pacquiao Commercial Spot,All The Smoke Fight,https://www.youtube.com/watch?v=a2NoPxQ1_OI,"Apr 6, 2015",389875,89.0,5.313,95.55,0.48,Long,https://img.youtube.com/vi/a2NoPxQ1_OI/hqdefault.jpg,a2NoPxQ1_OI
DAY IN CAMP: Brandun Lee | SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=Ow04RVwkpx8,"Mar 9, 2020",389717,1243.0,16.686,42.14,6.32,Long,https://img.youtube.com/vi/Ow04RVwkpx8/hqdefault.jpg,Ow04RVwkpx8
The Ringside Angle Of Brian Mendoza’s KO of Fundora Is STUNNING 😳😴 #boxing #knockouts,All The Smoke Fight,https://www.youtube.com/watch?v=BJHuX-AXxaw,"Apr 9, 2023",386531,411.0,2.123,93.27,0.38,Short,https://img.youtube.com/vi/BJHuX-AXxaw/hqdefault.jpg,BJHuX-AXxaw
Showtime Boxing - Recap: Hatton vs. Senchenko - Ricky Hatton vs. Vyacheslav Senchenko,All The Smoke Fight,https://www.youtube.com/watch?v=Qo-8wsWIbOM,"Nov 28, 2012",385225,156.0,3.181,79.86,1.27,Long,https://img.youtube.com/vi/Qo-8wsWIbOM/hqdefault.jpg,Qo-8wsWIbOM
Floyd Mayweather Talks Potential MMA Fight | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=kDRRvz4y7ms,"Apr 8, 2018",384944,457.0,0.422,65.34,2.5,Long,https://img.youtube.com/vi/kDRRvz4y7ms/hqdefault.jpg,kDRRvz4y7ms
Ricky Hatton vs. Kostya Tszyu | 10 Year Anniversary,All The Smoke Fight,https://www.youtube.com/watch?v=gxw0Rqo5XXs,"Jun 4, 2015",384476,478.0,12.509,69.02,2.0,Long,https://img.youtube.com/vi/gxw0Rqo5XXs/hqdefault.jpg,gxw0Rqo5XXs
ALL ACCESS DAILY: Pacquiao vs. Broner | Part 1 | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=oH3j-oIheWw,"Jan 16, 2019",380734,661.0,6.629,45.37,4.82,Long,https://img.youtube.com/vi/oH3j-oIheWw/hqdefault.jpg,oH3j-oIheWw
Deontay Wilder vs. Tyson Fury: A SHOWTIME Pay-Per-View Event,All The Smoke Fight,https://www.youtube.com/watch?v=UwzjQ2V0B24,,379029,0.0,,93.88,0.25,Short,https://img.youtube.com/vi/UwzjQ2V0B24/hqdefault.jpg,UwzjQ2V0B24
BRONER CHOKES TAYLOR!,All The Smoke Fight,https://www.youtube.com/watch?v=YGB_Zkwu14c,"Sep 4, 2014",378445,17.0,0.117,113.87,0.47,Long,https://img.youtube.com/vi/YGB_Zkwu14c/hqdefault.jpg,YGB_Zkwu14c
Jhonny Gonzalez 1st Round KO Upset over Abner Mares,All The Smoke Fight,https://www.youtube.com/watch?v=p2F8hHY8ZwM,"Mar 26, 2015",378161,205.0,7.35,55.46,1.98,Long,https://img.youtube.com/vi/p2F8hHY8ZwM/hqdefault.jpg,p2F8hHY8ZwM
Pacquiao vs. Broner: Post-Fight Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=FCJJVBzrERc,"Jan 20, 2019",377973,487.0,0.183,18.86,7.4,Long,https://img.youtube.com/vi/FCJJVBzrERc/hqdefault.jpg,FCJJVBzrERc
Paul vs. Woodley II: Post-Fight Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=rk2E6PrXAnk,"Dec 19, 2021",377893,406.0,0.856,12.71,8.68,Long,https://img.youtube.com/vi/rk2E6PrXAnk/hqdefault.jpg,rk2E6PrXAnk
Caleb Plant's KO of Anthony Dirrell Still Makes Your Jaw Drop 😮 #boxing #kos,All The Smoke Fight,https://www.youtube.com/watch?v=A7i5gY6DZWI,"Mar 18, 2023",377874,325.0,8.764,89.16,0.57,Short,https://img.youtube.com/vi/A7i5gY6DZWI/hqdefault.jpg,A7i5gY6DZWI
ALL ACCESS Daily: Thurman vs. Garcia -  Part One | 4-Part Digital Series,All The Smoke Fight,https://www.youtube.com/watch?v=rar-Iby2K5I,"Mar 1, 2017",377749,159.0,2.146,59.19,4.22,Long,https://img.youtube.com/vi/rar-Iby2K5I/hqdefault.jpg,rar-Iby2K5I
Canelo Alvarez vs. Jermell Charlo: NYC Press Conference | September 30th on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=L7L28V2_Bg8,"Aug 15, 2023",376291,769.0,1.176,14.24,13.13,Long,https://img.youtube.com/vi/L7L28V2_Bg8/hqdefault.jpg,L7L28V2_Bg8
Behind The Scenes Of An Incredible #SpenceCrawford Press Tour #boxing,All The Smoke Fight,https://www.youtube.com/watch?v=Job2MdA08q4,"Jun 16, 2023",376237,672.0,0.209,82.24,0.77,Short,https://img.youtube.com/vi/Job2MdA08q4/hqdefault.jpg,Job2MdA08q4
Showtime Boxing - Miguel Cotto vs. Austin Trout - Recap - Cotto vs. Trout,All The Smoke Fight,https://www.youtube.com/watch?v=8iPHVrWVj0I,"Dec 2, 2012",374839,76.0,0.182,64.45,0.97,Long,https://img.youtube.com/vi/8iPHVrWVj0I/hqdefault.jpg,8iPHVrWVj0I
All Access: Mayweather vs. Guerrero - Full Episode 3 - SHOWTIME,All The Smoke Fight,https://www.youtube.com/watch?v=7GUHw2cKlN0,"Apr 26, 2013",373569,241.0,,41.86,11.82,Short,https://img.youtube.com/vi/7GUHw2cKlN0/hqdefault.jpg,7GUHw2cKlN0
Keith Thurman - Post-Fight Interview - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=840lP0tj0O4,"Dec 14, 2014",372623,670.0,0.125,78.38,0.87,Long,https://img.youtube.com/vi/840lP0tj0O4/hqdefault.jpg,840lP0tj0O4
"Mayweather vs. Maidana, Khan vs. Collazo & Broner vs. Molina - Showtime Boxing",All The Smoke Fight,https://www.youtube.com/watch?v=Dl8-YUleKok,"Apr 24, 2014",371408,13.0,0.121,75.95,1.15,Long,https://img.youtube.com/vi/Dl8-YUleKok/hqdefault.jpg,Dl8-YUleKok
ALL ACCESS DAILY: Paul vs. Woodley | Part 3 | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=_YZVFDAF39A,"Aug 28, 2021",369403,370.0,0.359,57.54,3.9,Long,https://img.youtube.com/vi/_YZVFDAF39A/hqdefault.jpg,_YZVFDAF39A
Gervonta Davis defeats Jesus Cuellar via TKO | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=kbJ296ohjMI,"Apr 22, 2018",367815,386.0,0.291,90.16,0.67,Long,https://img.youtube.com/vi/kbJ296ohjMI/hqdefault.jpg,kbJ296ohjMI
Floyd Mayweather - Live Open Workout - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=KnmX3GP0o4s,"Aug 29, 2013",364848,181.0,,5.38,8.77,Short,https://img.youtube.com/vi/KnmX3GP0o4s/hqdefault.jpg,KnmX3GP0o4s
Wilder vs. Fury: Weigh-In | Dec. 1 on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=qZ48JA2hrpM,"Nov 30, 2018",363194,677.0,0.135,14.27,8.9,Long,https://img.youtube.com/vi/qZ48JA2hrpM/hqdefault.jpg,qZ48JA2hrpM
Davis vs. Barrios: Weigh-In | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=iPjfoBiKS24,"Jun 25, 2021",362010,526.0,1.171,9.96,5.1,Long,https://img.youtube.com/vi/iPjfoBiKS24/hqdefault.jpg,iPjfoBiKS24
Rey Vargas vs. O'Shaquie Foster: Highlights | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=DDWok_Hf3GM,"Feb 12, 2023",359295,604.0,5.059,57.05,1.13,Long,https://img.youtube.com/vi/DDWok_Hf3GM/hqdefault.jpg,DDWok_Hf3GM
Recap: Abner Mares vs. Jhonny Gonzalez & Victor Terrazas vs. Leo Santa Cruz - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=O-_PRfYWs1Y,"Aug 25, 2013",358867,69.0,0.251,75.45,1.3,Long,https://img.youtube.com/vi/O-_PRfYWs1Y/hqdefault.jpg,O-_PRfYWs1Y
Gervonta Davis vs. Isaac Cruz: Weigh-In | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=i9mt2iiDDmY,"Dec 4, 2021",357491,889.0,2.389,11.49,6.6,Long,https://img.youtube.com/vi/i9mt2iiDDmY/hqdefault.jpg,i9mt2iiDDmY
Gervonta Davis: Media Workout | #DavisGarcia is April 22nd on PPV | SHOWTIME BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=C4s0WTA0VN4,"Apr 7, 2023",356098,453.0,14.16,15.26,17.13,Long,https://img.youtube.com/vi/C4s0WTA0VN4/hqdefault.jpg,C4s0WTA0VN4
Castro vs. Jackson: Round 9 | SHOWTIME CHAMPIONSHIP BOXING 30th Anniversary,All The Smoke Fight,https://www.youtube.com/watch?v=IU5o-rgxLx8,"Apr 6, 2016",354682,433.0,26.539,68.38,2.58,Long,https://img.youtube.com/vi/IU5o-rgxLx8/hqdefault.jpg,IU5o-rgxLx8
"Gervonta Davis on Homecoming, Tattoos, & Fatherhood | Davis vs. Nunez | July 27 on SHOWTIME",All The Smoke Fight,https://www.youtube.com/watch?v=iNLadpfK1jk,"Jul 23, 2019",352977,541.0,0.356,52.42,4.92,Short,https://img.youtube.com/vi/iNLadpfK1jk/hqdefault.jpg,iNLadpfK1jk
Mike Tyson and Lennox Lewis - Interview from Mayweather vs. Maidana 2,All The Smoke Fight,https://www.youtube.com/watch?v=DsVZ5v8mw5w,"Sep 14, 2014",352603,68.0,,61.38,2.6,Short,https://img.youtube.com/vi/DsVZ5v8mw5w/hqdefault.jpg,DsVZ5v8mw5w
"Errol Spence Jr. on 4/16 Yordenis Ugás SHOWTIME PPV, Terence Crawford Fight | The Last Stand",All The Smoke Fight,https://www.youtube.com/watch?v=TIbrdJADYMw,"Apr 4, 2022",350604,463.0,3.202,28.59,18.43,Long,https://img.youtube.com/vi/TIbrdJADYMw/hqdefault.jpg,TIbrdJADYMw
Errol Spence Jr. vs. Terence Crawford: FULL CARD Highlights | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=8m3aqIRSlBs,"Jul 30, 2023",350495,386.0,2.318,54.12,1.38,Long,https://img.youtube.com/vi/8m3aqIRSlBs/hqdefault.jpg,8m3aqIRSlBs
Davis vs. Santa Cruz: Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=FMStLprLZxQ,"Oct 29, 2020",350073,724.0,0.703,12.17,10.48,Long,https://img.youtube.com/vi/FMStLprLZxQ/hqdefault.jpg,FMStLprLZxQ
Wilder vs. Breazeale: Highlights | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=oQX7SCz79i4,"May 19, 2019",350010,292.0,0.379,63.93,1.27,Long,https://img.youtube.com/vi/oQX7SCz79i4/hqdefault.jpg,oQX7SCz79i4
Wilder vs. Fury: Fight Week Press Conference | Dec. 1 on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=LjV35stmU94,"Nov 28, 2018",349966,725.0,0.206,18.22,15.08,Long,https://img.youtube.com/vi/LjV35stmU94/hqdefault.jpg,LjV35stmU94
Errol Spence Jr: Media Workout | #SpenceCrawford Is July 29th on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=0b6RBNjqhmA,"Jul 20, 2023",349578,424.0,9.525,16.71,13.62,Long,https://img.youtube.com/vi/0b6RBNjqhmA/hqdefault.jpg,0b6RBNjqhmA
Gervonta Davis on 05/28 SHO PPV vs. Rolly Romero & leaving Mayweather Promotions | The Last Stand,All The Smoke Fight,https://www.youtube.com/watch?v=_7vC_3ICekg,"May 23, 2022",345160,495.0,0.788,27.73,6.28,Long,https://img.youtube.com/vi/_7vC_3ICekg/hqdefault.jpg,_7vC_3ICekg
FIGHT NIGHT: Danny Garcia vs. Shawn Porter | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=1i4UxLxx7Gc,"Sep 11, 2018",343657,618.0,1.866,40.39,3.05,Long,https://img.youtube.com/vi/1i4UxLxx7Gc/hqdefault.jpg,1i4UxLxx7Gc
Gervonta Davis vs. Ryan Garcia: LA Press Conference | April 22nd on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=I-9mu65I4sE,"Mar 9, 2023",343199,803.0,14.879,9.77,12.03,Long,https://img.youtube.com/vi/I-9mu65I4sE/hqdefault.jpg,I-9mu65I4sE
"Gervonta Davis On Hector Garcia Fight, Ryan Garcia & calls Haney ""Email Champ""l The Last Stand",All The Smoke Fight,https://www.youtube.com/watch?v=a1zfV2koU7o,"Jan 7, 2023",343176,496.0,14.493,29.91,5.17,Long,https://img.youtube.com/vi/a1zfV2koU7o/hqdefault.jpg,a1zfV2koU7o
ALL ACCESS DAILY: Wilder vs. Breazeale | Epilogue | SHOWTIME,All The Smoke Fight,https://www.youtube.com/watch?v=M7EIfDQIGiQ,"May 22, 2019",342574,388.0,8.876,57.77,4.68,Long,https://img.youtube.com/vi/M7EIfDQIGiQ/hqdefault.jpg,M7EIfDQIGiQ
Exclusive Clip from Post-Fight Interview with Adrien Broner - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=0dfvnM6qwNI,"Dec 16, 2013",341561,68.0,4.162,94.36,0.53,Long,https://img.youtube.com/vi/0dfvnM6qwNI/hqdefault.jpg,0dfvnM6qwNI
"David Benavidez Guarantees He Would KO Canelo, Jermall Charlo & Caleb Plant | SHOWTIME BOXING",All The Smoke Fight,https://www.youtube.com/watch?v=FHbEJoLZE9A,"May 22, 2022",341394,325.0,2.697,46.79,1.57,Long,https://img.youtube.com/vi/FHbEJoLZE9A/hqdefault.jpg,FHbEJoLZE9A
Weigh-In Live: Canelo vs. Lara - SHOWTIME Boxing,All The Smoke Fight,https://www.youtube.com/watch?v=XVnYh_2-myE,"Jul 11, 2014",339704,70.0,,16.01,4.97,Short,https://img.youtube.com/vi/XVnYh_2-myE/hqdefault.jpg,XVnYh_2-myE
Roy Jones Jr. Breaks Down His Legendary Boxing Journey | THE ART OF WARD,All The Smoke Fight,https://www.youtube.com/watch?v=KZI2ARODrdo,"Dec 9, 2024",337168,1633.0,4954.739,27.8,36.3,Long,https://img.youtube.com/vi/KZI2ARODrdo/hqdefault.jpg,KZI2ARODrdo
"Weigh-In: Floyd Mayweather, Canelo Alvarez, Danny Garcia, Lucas Matthysse - SHOWTIME",All The Smoke Fight,https://www.youtube.com/watch?v=YQ5ye--jNX8,"Sep 13, 2013",334336,93.0,,35.89,3.97,Short,https://img.youtube.com/vi/YQ5ye--jNX8/hqdefault.jpg,YQ5ye--jNX8
"Weigh-In: Floyd Mayweather, Canelo Alvarez, Danny Garcia, Lucas Matthysse - SHOWTIME",All The Smoke Fight,https://www.youtube.com/watch?v=0SwK7KW8Iiw,"Sep 13, 2013",334336,93.0,,35.89,3.97,Short,https://img.youtube.com/vi/0SwK7KW8Iiw/hqdefault.jpg,0SwK7KW8Iiw
Wilder vs. Ortiz: Weigh-In | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=sZ_LLCYRuok,"Mar 2, 2018",334236,576.0,0.253,12.05,5.52,Long,https://img.youtube.com/vi/sZ_LLCYRuok/hqdefault.jpg,sZ_LLCYRuok
Davis vs. Barrios: Press Conference | SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=nxA-2JR4jl8,"Jun 24, 2021",334047,431.0,1.124,13.6,10.7,Long,https://img.youtube.com/vi/nxA-2JR4jl8/hqdefault.jpg,nxA-2JR4jl8
Jermell Charlo Has BEEN Calling Out Canelo 🥵,All The Smoke Fight,https://www.youtube.com/watch?v=Fk_Rka-Up4I,"Sep 6, 2023",333444,329.0,0.557,139.32,0.42,Short,https://img.youtube.com/vi/Fk_Rka-Up4I/hqdefault.jpg,Fk_Rka-Up4I
Nonito Donaire Knocks Out Reymart Gaballo With Crazy Body Shot | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=2_2m172aDr0,"Dec 12, 2021",333428,842.0,0.097,55.12,1.38,Long,https://img.youtube.com/vi/2_2m172aDr0/hqdefault.jpg,2_2m172aDr0
ALL ACCESS DAILY: Wilder vs. Breazeale | Part 1 | SHOWTIME,All The Smoke Fight,https://www.youtube.com/watch?v=ZeBKi45QBCk,"May 15, 2019",329368,594.0,1.25,53.1,5.48,Long,https://img.youtube.com/vi/ZeBKi45QBCk/hqdefault.jpg,ZeBKi45QBCk
Best of the Best in 2016: Thurman vs. Porter | SHOWTIME CHAMPIONSHIP BOXING,All The Smoke Fight,https://www.youtube.com/watch?v=6MwA-jx56AQ,"Dec 27, 2016",327532,300.0,0.586,28.29,4.85,Long,https://img.youtube.com/vi/6MwA-jx56AQ/hqdefault.jpg,6MwA-jx56AQ
Errol Spence Jr. vs. Terence Crawford: NYC Press Conference | July 29th on SHOWTIME PPV,All The Smoke Fight,https://www.youtube.com/watch?v=RiROYpgAhmA,"Jun 14, 2023",327222,521.0,7.352,17.91,19.35,Long,https://img.youtube.com/vi/RiROYpgAhmA/hqdefault.jpg,RiROYpgAhmA
